BRA__SP.POP.TOTL,215313498
CAN__SP.POP.TOTL,38929902
CHN__SP.POP.TOTL,1411750000
DEU__SP.POP.TOTL,84079811
DNK__SP.POP.TOTL,5903037
EST__SP.POP.TOTL,1348830
FIN__SP.POP.TOTL,5556880
FRA__SP.POP.TOTL,67971311
GBR__SP.POP.TOTL,66971411
IND__SP.POP.TOTL,1417173173
ISL__SP.POP.TOTL,380930
JPN__SP.POP.TOTL,125124989
KEN__SP.POP.TOTL,54027487
KOR__SP.POP.TOTL,51628117
NGA__SP.POP.TOTL,218541212
NLD__SP.POP.TOTL,17703098
NOR__SP.POP.TOTL,5457165
POL__SP.POP.TOTL,36821749
SWE__SP.POP.TOTL,10486941
USA__SP.POP.TOTL,333287557
BRA__NY.GDP.MKTP.CD,1920095988526
CAN__NY.GDP.MKTP.CD,2139840000000
CHN__NY.GDP.MKTP.CD,17963170521080
DEU__NY.GDP.MKTP.CD,4072191740248
DNK__NY.GDP.MKTP.CD,395403912000
EST__NY.GDP.MKTP.CD,38100800000
FIN__NY.GDP.MKTP.CD,280826000000
FRA__NY.GDP.MKTP.CD,2782905328403
GBR__NY.GDP.MKTP.CD,3070667731888
IND__NY.GDP.MKTP.CD,3385089881935
ISL__NY.GDP.MKTP.CD,27841650000
JPN__NY.GDP.MKTP.CD,4231141201886
KEN__NY.GDP.MKTP.CD,113420000000
KOR__NY.GDP.MKTP.CD,1665245566580
NGA__NY.GDP.MKTP.CD,477386000000
NLD__NY.GDP.MKTP.CD,991114000000
NOR__NY.GDP.MKTP.CD,579267000000
POL__NY.GDP.MKTP.CD,688176000000
SWE__NY.GDP.MKTP.CD,585939000000
USA__NY.GDP.MKTP.CD,25462700000000
BRA__NY.GDP.PCAP.CD,8917.7
CAN__NY.GDP.PCAP.CD,54966.2
CHN__NY.GDP.PCAP.CD,12720.2
DEU__NY.GDP.PCAP.CD,48432.5
DNK__NY.GDP.PCAP.CD,66978.5
EST__NY.GDP.PCAP.CD,28247.1
FIN__NY.GDP.PCAP.CD,50531.0
FRA__NY.GDP.PCAP.CD,40964.0
GBR__NY.GDP.PCAP.CD,45850.4
IND__NY.GDP.PCAP.CD,2388.6
ISL__NY.GDP.PCAP.CD,73090.0
JPN__NY.GDP.PCAP.CD,33815.3
KEN__NY.GDP.PCAP.CD,2099.3
KOR__NY.GDP.PCAP.CD,32254.6
NGA__NY.GDP.PCAP.CD,2184.4
NLD__NY.GDP.PCAP.CD,55985.4
NOR__NY.GDP.PCAP.CD,106148.8
POL__NY.GDP.PCAP.CD,18688.0
SWE__NY.GDP.PCAP.CD,55873.2
USA__NY.GDP.PCAP.CD,76398.6
BRA__SP.DYN.LE00.IN,75.8
CAN__SP.DYN.LE00.IN,81.3
CHN__SP.DYN.LE00.IN,78.6
DEU__SP.DYN.LE00.IN,80.6
DNK__SP.DYN.LE00.IN,81.3
EST__SP.DYN.LE00.IN,78.1
FIN__SP.DYN.LE00.IN,81.2
FRA__SP.DYN.LE00.IN,82.2
GBR__SP.DYN.LE00.IN,80.7
IND__SP.DYN.LE00.IN,67.7
ISL__SP.DYN.LE00.IN,82.8
JPN__SP.DYN.LE00.IN,84.4
KEN__SP.DYN.LE00.IN,62.1
KOR__SP.DYN.LE00.IN,82.7
NGA__SP.DYN.LE00.IN,53.9
NLD__SP.DYN.LE00.IN,81.7
NOR__SP.DYN.LE00.IN,82.6
POL__SP.DYN.LE00.IN,76.5
SWE__SP.DYN.LE00.IN,83.1
USA__SP.DYN.LE00.IN,77.5
BRA__AG.SRF.TOTL.K2,8515767
CAN__AG.SRF.TOTL.K2,9984670
CHN__AG.SRF.TOTL.K2,9596961
DEU__AG.SRF.TOTL.K2,357580
DNK__AG.SRF.TOTL.K2,42924
EST__AG.SRF.TOTL.K2,45227
FIN__AG.SRF.TOTL.K2,338424
FRA__AG.SRF.TOTL.K2,549087
GBR__AG.SRF.TOTL.K2,242495
IND__AG.SRF.TOTL.K2,3287263
ISL__AG.SRF.TOTL.K2,103000
JPN__AG.SRF.TOTL.K2,377930
KEN__AG.SRF.TOTL.K2,580367
KOR__AG.SRF.TOTL.K2,100430
NGA__AG.SRF.TOTL.K2,923768
NLD__AG.SRF.TOTL.K2,41543
NOR__AG.SRF.TOTL.K2,385207
POL__AG.SRF.TOTL.K2,312696
SWE__AG.SRF.TOTL.K2,450295
USA__AG.SRF.TOTL.K2,9833517
BRA__SP.DYN.IMRT.IN,11.2
CAN__SP.DYN.IMRT.IN,4.1
CHN__SP.DYN.IMRT.IN,4.9
DEU__SP.DYN.IMRT.IN,3.1
DNK__SP.DYN.IMRT.IN,3.0
EST__SP.DYN.IMRT.IN,1.8
FIN__SP.DYN.IMRT.IN,1.8
FRA__SP.DYN.IMRT.IN,3.4
GBR__SP.DYN.IMRT.IN,3.6
IND__SP.DYN.IMRT.IN,26.6
ISL__SP.DYN.IMRT.IN,1.3
JPN__SP.DYN.IMRT.IN,1.8
KEN__SP.DYN.IMRT.IN,30.6
KOR__SP.DYN.IMRT.IN,2.4
NGA__SP.DYN.IMRT.IN,70.6
NLD__SP.DYN.IMRT.IN,3.3
NOR__SP.DYN.IMRT.IN,1.8
POL__SP.DYN.IMRT.IN,3.8
SWE__SP.DYN.IMRT.IN,2.1
USA__SP.DYN.IMRT.IN,5.3
BRA__SL.UEM.TOTL.ZS,9.3
CAN__SL.UEM.TOTL.ZS,5.3
CHN__SL.UEM.TOTL.ZS,4.9
DEU__SL.UEM.TOTL.ZS,3.1
DNK__SL.UEM.TOTL.ZS,4.5
EST__SL.UEM.TOTL.ZS,5.6
FIN__SL.UEM.TOTL.ZS,6.8
FRA__SL.UEM.TOTL.ZS,7.3
GBR__SL.UEM.TOTL.ZS,3.7
IND__SL.UEM.TOTL.ZS,7.3
ISL__SL.UEM.TOTL.ZS,3.8
JPN__SL.UEM.TOTL.ZS,2.6
KEN__SL.UEM.TOTL.ZS,4.9
KOR__SL.UEM.TOTL.ZS,2.9
NGA__SL.UEM.TOTL.ZS,5.8
NLD__SL.UEM.TOTL.ZS,3.5
NOR__SL.UEM.TOTL.ZS,3.2
POL__SL.UEM.TOTL.ZS,2.9
SWE__SL.UEM.TOTL.ZS,7.5
USA__SL.UEM.TOTL.ZS,3.6
BRA__IT.NET.USER.ZS,80.7
CAN__IT.NET.USER.ZS,94.2
CHN__IT.NET.USER.ZS,75.6
DEU__IT.NET.USER.ZS,93.4
DNK__IT.NET.USER.ZS,98.8
EST__IT.NET.USER.ZS,91.5
FIN__IT.NET.USER.ZS,93.1
FRA__IT.NET.USER.ZS,86.4
GBR__IT.NET.USER.ZS,96.6
IND__IT.NET.USER.ZS,48.7
ISL__IT.NET.USER.ZS,99.7
JPN__IT.NET.USER.ZS,84.0
KEN__IT.NET.USER.ZS,32.7
KOR__IT.NET.USER.ZS,97.6
NGA__IT.NET.USER.ZS,35.5
NLD__IT.NET.USER.ZS,95.9
NOR__IT.NET.USER.ZS,99.0
POL__IT.NET.USER.ZS,88.4
SWE__IT.NET.USER.ZS,94.8
USA__IT.NET.USER.ZS,91.8
BRA__SP.URB.TOTL.IN.ZS,87.8
CAN__SP.URB.TOTL.IN.ZS,81.8
CHN__SP.URB.TOTL.IN.ZS,63.6
DEU__SP.URB.TOTL.IN.ZS,77.6
DNK__SP.URB.TOTL.IN.ZS,88.4
EST__SP.URB.TOTL.IN.ZS,69.6
FIN__SP.URB.TOTL.IN.ZS,85.6
FRA__SP.URB.TOTL.IN.ZS,81.5
GBR__SP.URB.TOTL.IN.ZS,84.4
IND__SP.URB.TOTL.IN.ZS,35.9
ISL__SP.URB.TOTL.IN.ZS,94.0
JPN__SP.URB.TOTL.IN.ZS,91.9
KEN__SP.URB.TOTL.IN.ZS,28.5
KOR__SP.URB.TOTL.IN.ZS,81.4
NGA__SP.URB.TOTL.IN.ZS,53.5
NLD__SP.URB.TOTL.IN.ZS,92.9
NOR__SP.URB.TOTL.IN.ZS,83.6
POL__SP.URB.TOTL.IN.ZS,60.1
SWE__SP.URB.TOTL.IN.ZS,88.5
USA__SP.URB.TOTL.IN.ZS,83.1
BRA__AG.LND.FRST.ZS,59.2
CAN__AG.LND.FRST.ZS,38.7
CHN__AG.LND.FRST.ZS,23.4
DEU__AG.LND.FRST.ZS,32.7
DNK__AG.LND.FRST.ZS,15.8
EST__AG.LND.FRST.ZS,53.8
FIN__AG.LND.FRST.ZS,73.7
FRA__AG.LND.FRST.ZS,31.5
GBR__AG.LND.FRST.ZS,13.2
IND__AG.LND.FRST.ZS,24.3
ISL__AG.LND.FRST.ZS,0.5
JPN__AG.LND.FRST.ZS,68.4
KEN__AG.LND.FRST.ZS,6.3
KOR__AG.LND.FRST.ZS,64.0
NGA__AG.LND.FRST.ZS,7.2
NLD__AG.LND.FRST.ZS,11.2
NOR__AG.LND.FRST.ZS,33.3
POL__AG.LND.FRST.ZS,31.0
SWE__AG.LND.FRST.ZS,68.7
USA__AG.LND.FRST.ZS,33.9
BRA__SH.XPD.CHEX.PC.CD,850.5
CAN__SH.XPD.CHEX.PC.CD,6300.2
CHN__SH.XPD.CHEX.PC.CD,670.8
DEU__SH.XPD.CHEX.PC.CD,6500.4
DNK__SH.XPD.CHEX.PC.CD,6600.1
EST__SH.XPD.CHEX.PC.CD,2200.6
FIN__SH.XPD.CHEX.PC.CD,5100.3
FRA__SH.XPD.CHEX.PC.CD,5500.8
GBR__SH.XPD.CHEX.PC.CD,5300.9
IND__SH.XPD.CHEX.PC.CD,74.2
ISL__SH.XPD.CHEX.PC.CD,6500.0
JPN__SH.XPD.CHEX.PC.CD,4300.5
KEN__SH.XPD.CHEX.PC.CD,95.1
KOR__SH.XPD.CHEX.PC.CD,2900.3
NGA__SH.XPD.CHEX.PC.CD,71.4
NLD__SH.XPD.CHEX.PC.CD,6100.7
