BRA__SP.POP.TOTL,215300000
CAN__SP.POP.TOTL,38900000
CHN__SP.POP.TOTL,1412000000
DEU__SP.POP.TOTL,83800000
DNK__SP.POP.TOTL,5900000
EST__SP.POP.TOTL,1330000
FIN__SP.POP.TOTL,5540000
FRA__SP.POP.TOTL,67750000
GBR__SP.POP.TOTL,67500000
IND__SP.POP.TOTL,1417000000
ISL__SP.POP.TOTL,370000
JPN__SP.POP.TOTL,124950000
KEN__SP.POP.TOTL,53000000
KOR__SP.POP.TOTL,51800000
NGA__SP.POP.TOTL,216700000
NLD__SP.POP.TOTL,17650000
NOR__SP.POP.TOTL,5430000
POL__SP.POP.TOTL,37500000
SWE__SP.POP.TOTL,10490000
USA__SP.POP.TOTL,333300000
BRA__NY.GDP.MKTP.CD,1.92e12
CAN__NY.GDP.MKTP.CD,2.14e12
CHN__NY.GDP.MKTP.CD,1.796e13
DEU__NY.GDP.MKTP.CD,4.08e12
DNK__NY.GDP.MKTP.CD,4.0e11
EST__NY.GDP.MKTP.CD,3.8e10
FIN__NY.GDP.MKTP.CD,2.8e11
FRA__NY.GDP.MKTP.CD,2.78e12
GBR__NY.GDP.MKTP.CD,3.09e12
IND__NY.GDP.MKTP.CD,3.39e12
ISL__NY.GDP.MKTP.CD,2.7e10
JPN__NY.GDP.MKTP.CD,4.23e12
KEN__NY.GDP.MKTP.CD,1.13e11
KOR__NY.GDP.MKTP.CD,1.67e12
NGA__NY.GDP.MKTP.CD,4.77e11
NLD__NY.GDP.MKTP.CD,1.01e12
NOR__NY.GDP.MKTP.CD,5.8e11
POL__NY.GDP.MKTP.CD,6.9e11
SWE__NY.GDP.MKTP.CD,5.85e11
USA__NY.GDP.MKTP.CD,2.546e13
BRA__NY.GDP.PCAP.CD,8920
CAN__NY.GDP.PCAP.CD,55000
CHN__NY.GDP.PCAP.CD,12720
DEU__NY.GDP.PCAP.CD,48700
DNK__NY.GDP.PCAP.CD,68000
EST__NY.GDP.PCAP.CD,28500
FIN__NY.GDP.PCAP.CD,50800
FRA__NY.GDP.PCAP.CD,41000
GBR__NY.GDP.PCAP.CD,45800
IND__NY.GDP.PCAP.CD,2390
ISL__NY.GDP.PCAP.CD,73000
JPN__NY.GDP.PCAP.CD,33850
KEN__NY.GDP.PCAP.CD,2130
KOR__NY.GDP.PCAP.CD,32250
