BRA__SP.POP.TOTL,214000000
CAN__SP.POP.TOTL,38000000
CHN__SP.POP.TOTL,1412000000
DEU__SP.POP.TOTL,83200000
DNK__SP.POP.TOTL,5900000
EST__SP.POP.TOTL,1360000
FIN__SP.POP.TOTL,5500000
FRA__SP.POP.TOTL,68000000
GBR__SP.POP.TOTL,67000000
IND__SP.POP.TOTL,1412000000
ISL__SP.POP.TOTL,376000
JPN__SP.POP.TOTL,125000000
KEN__SP.POP.TOTL,55000000
KOR__SP.POP.TOTL,51000000
NGA__SP.POP.TOTL,213000000
NLD__SP.POP.TOTL,17600000
NOR__SP.POP.TOTL,5400000
POL__SP.POP.TOTL,38000000
SWE__SP.POP.TOTL,10400000
USA__SP.POP.TOTL,332000000
BRA__NY.GDP.MKTP.CD,1869000000000
CAN__NY.GDP.MKTP.CD,2118000000000
CHN__NY.GDP.MKTP.CD,17960000000000
DEU__NY.GDP.MKTP.CD,4071000000000
DNK__NY.GDP.MKTP.CD,380000000000
EST__NY.GDP.MKTP.CD,36000000000
FIN__NY.GDP.MKTP.CD,280000000000
FRA__NY.GDP.MKTP.CD,2778000000000
GBR__NY.GDP.MKTP.CD,3199000000000
IND__NY.GDP.MKTP.CD,3350000000000
ISL__NY.GDP.MKTP.CD,28000000000
JPN__NY.GDP.MKTP.CD,4231000000000
KEN__NY.GDP.MKTP.CD,113000000000
KOR__NY.GDP.MKTP.CD,1665000000000
NGA__NY.GDP.MKTP.CD,477000000000
NLD__NY.GDP.MKTP.CD,1010000000000
NOR__NY.GDP.MKTP.CD,530000000000
POL__NY.GDP.MKTP.CD,687000000000
SWE__NY.GDP.MKTP.CD,580000000000
USA__NY.GDP.MKTP.CD,25460000000000
BRA__NY.GDP.PCAP.CD,8700
CAN__NY.GDP.PCAP.CD,55000
CHN__NY.GDP.PCAP.CD,12700
DEU__NY.GDP.MKTP.CD,49000
DNK__NY.GDP.PCAP.CD,67000
EST__NY.GDP.PCAP.CD,27000
FIN__NY.GDP.PCAP.CD,51000
FRA__NY.GDP.PCAP.CD,41000
GBR__NY.GDP.PCAP.CD,47000
IND__NY.GDP.PCAP.CD,2400
ISL__NY.GDP.PCAP.CD,70000
JPN__NY.GDP.PCAP.CD,34000
KEN__NY.GDP.PCAP.CD,2100
